cycle,instruction,cta_id,cluster_id,warp_id,tid
2000200, PC=0x1c0 (mvt.1.sm_70.ptx:86) ld.global.f32 %f31 [%rd15+36],1,1,4,ffffffff
2000201, PC=0x1c8 (mvt.1.sm_70.ptx:87) ld.global.f32 %f32 [%rd16+4],1,1,4,ffffffff
2000203, PC=0x270 (mvt.1.sm_70.ptx:108) fma.rn.f32 %f48 %f47 %f46 %f45,1,1,10,ffffffff
2000213, PC=0x278 (mvt.1.sm_70.ptx:109) st.global.f32 [%rd1] %f48,1,1,10,ffffffff
2000214, PC=0x280 (mvt.1.sm_70.ptx:110) ld.global.f32 %f49 [%rd15+60],1,1,10,ffffffff
2000215, PC=0x288 (mvt.1.sm_70.ptx:111) ld.global.f32 %f50 [%rd16+28],1,1,10,ffffffff
2000215, PC=0x0b0 (mvt.1.sm_70.ptx:52) fma.rn.f32 %f6 %f5 %f4 %f51,1,1,8,ffffffff
2000237, PC=0x290 (mvt.1.sm_70.ptx:112) fma.rn.f32 %f51 %f50 %f49 %f48,1,1,15,ffffffff
2000260, PC=0x298 (mvt.1.sm_70.ptx:113) st.global.f32 [%rd1] %f51,1,1,15,ffffffff
2000260, PC=0x0b8 (mvt.1.sm_70.ptx:53) st.global.f32 [%rd1] %f6,1,1,8,ffffffff
2000261, PC=0x0c0 (mvt.1.sm_70.ptx:54) ld.global.f32 %f7 [%rd15+4],1,1,8,ffffffff
2000261, PC=0x2a0 (mvt.1.sm_70.ptx:114) add.s64 %rd16 %rd16 64,1,1,15,ffffffff
2000262, PC=0x2a8 (mvt.1.sm_70.ptx:115) add.s64 %rd15 %rd15 64,1,1,15,ffffffff
2000262, PC=0x0c8 (mvt.1.sm_70.ptx:55) ld.global.f32 %f8 [%rd16+-28],1,1,8,ffffffff
2000263, PC=0x2b0 (mvt.1.sm_70.ptx:116) add.s32 %r10 %r10 16,1,1,15,ffffffff
2000271, PC=0x210 (mvt.1.sm_70.ptx:96) fma.rn.f32 %f39 %f38 %f37 %f36,1,1,1,ffffffff
2000274, PC=0x2b8 (mvt.1.sm_70.ptx:117) setp.ne.s32 %p2 %r10 2048,1,1,15,ffffffff
2000280, PC=0x2c0 (mvt.1.sm_70.ptx:118) @%p2 bra $L__BB0_2,1,1,15,ffffffff
2000281, PC=0x218 (mvt.1.sm_70.ptx:97) st.global.f32 [%rd1] %f39,1,1,1,ffffffff
2000282, PC=0x220 (mvt.1.sm_70.ptx:98) ld.global.f32 %f40 [%rd15+48],1,1,1,ffffffff
2000282, PC=0x0a0 (mvt.1.sm_70.ptx:50) ld.global.f32 %f4 [%rd15],1,1,15,ffffffff
2000283, PC=0x0a8 (mvt.1.sm_70.ptx:51) ld.global.f32 %f5 [%rd16+-32],1,1,15,ffffffff
2000283, PC=0x228 (mvt.1.sm_70.ptx:99) ld.global.f32 %f41 [%rd16+16],1,1,1,ffffffff
2000305, PC=0x1d0 (mvt.1.sm_70.ptx:88) fma.rn.f32 %f33 %f32 %f31 %f30,1,1,4,ffffffff
2000329, PC=0x1d8 (mvt.1.sm_70.ptx:89) st.global.f32 [%rd1] %f33,1,1,4,ffffffff
2000330, PC=0x1e0 (mvt.1.sm_70.ptx:90) ld.global.f32 %f34 [%rd15+40],1,1,4,ffffffff
2000331, PC=0x1e8 (mvt.1.sm_70.ptx:91) ld.global.f32 %f35 [%rd16+8],1,1,4,ffffffff
2000339, PC=0x290 (mvt.1.sm_70.ptx:112) fma.rn.f32 %f51 %f50 %f49 %f48,1,1,10,ffffffff
2000349, PC=0x298 (mvt.1.sm_70.ptx:113) st.global.f32 [%rd1] %f51,1,1,10,ffffffff
2000350, PC=0x2a0 (mvt.1.sm_70.ptx:114) add.s64 %rd16 %rd16 64,1,1,10,ffffffff
2000351, PC=0x2a8 (mvt.1.sm_70.ptx:115) add.s64 %rd15 %rd15 64,1,1,10,ffffffff
2000352, PC=0x2b0 (mvt.1.sm_70.ptx:116) add.s32 %r10 %r10 16,1,1,10,ffffffff
2000363, PC=0x2b8 (mvt.1.sm_70.ptx:117) setp.ne.s32 %p2 %r10 2048,1,1,10,ffffffff
2000369, PC=0x2c0 (mvt.1.sm_70.ptx:118) @%p2 bra $L__BB0_2,1,1,10,ffffffff
2000371, PC=0x0a0 (mvt.1.sm_70.ptx:50) ld.global.f32 %f4 [%rd15],1,1,10,ffffffff
2000372, PC=0x0a8 (mvt.1.sm_70.ptx:51) ld.global.f32 %f5 [%rd16+-32],1,1,10,ffffffff
2000374, PC=0x0d0 (mvt.1.sm_70.ptx:56) fma.rn.f32 %f9 %f8 %f7 %f6,1,1,8,ffffffff
2000430, PC=0x0d8 (mvt.1.sm_70.ptx:57) st.global.f32 [%rd1] %f9,1,1,8,ffffffff
2000431, PC=0x0e0 (mvt.1.sm_70.ptx:58) ld.global.f32 %f10 [%rd15+8],1,1,8,ffffffff
2000432, PC=0x0e8 (mvt.1.sm_70.ptx:59) ld.global.f32 %f11 [%rd16+-24],1,1,8,ffffffff
2000441, PC=0x230 (mvt.1.sm_70.ptx:100) fma.rn.f32 %f42 %f41 %f40 %f39,1,1,1,ffffffff
2000451, PC=0x238 (mvt.1.sm_70.ptx:101) st.global.f32 [%rd1] %f42,1,1,1,ffffffff
2000454, PC=0x240 (mvt.1.sm_70.ptx:102) ld.global.f32 %f43 [%rd15+52],1,1,1,ffffffff
2000455, PC=0x248 (mvt.1.sm_70.ptx:103) ld.global.f32 %f44 [%rd16+20],1,1,1,ffffffff
2000475, PC=0x1f0 (mvt.1.sm_70.ptx:92) fma.rn.f32 %f36 %f35 %f34 %f33,1,1,4,ffffffff
2000498, PC=0x1f8 (mvt.1.sm_70.ptx:93) st.global.f32 [%rd1] %f36,1,1,4,ffffffff
2000499, PC=0x200 (mvt.1.sm_70.ptx:94) ld.global.f32 %f37 [%rd15+44],1,1,4,ffffffff
2000500, PC=0x208 (mvt.1.sm_70.ptx:95) ld.global.f32 %f38 [%rd16+12],1,1,4,ffffffff
2000543, PC=0x0f0 (mvt.1.sm_70.ptx:60) fma.rn.f32 %f12 %f11 %f10 %f9,1,1,8,ffffffff
2000549, PC=0x1b0 (mvt.1.sm_70.ptx:84) fma.rn.f32 %f30 %f29 %f28 %f27,1,1,6,ffffffff
2000566, PC=0x1b8 (mvt.1.sm_70.ptx:85) st.global.f32 [%rd1] %f30,1,1,6,ffffffff
2000566, PC=0x0f8 (mvt.1.sm_70.ptx:61) st.global.f32 [%rd1] %f12,1,1,8,ffffffff
2000567, PC=0x1c0 (mvt.1.sm_70.ptx:86) ld.global.f32 %f31 [%rd15+36],1,1,6,ffffffff
2000567, PC=0x100 (mvt.1.sm_70.ptx:62) ld.global.f32 %f13 [%rd15+12],1,1,8,ffffffff
2000568, PC=0x108 (mvt.1.sm_70.ptx:63) ld.global.f32 %f14 [%rd16+-20],1,1,8,ffffffff
2000568, PC=0x1c8 (mvt.1.sm_70.ptx:87) ld.global.f32 %f32 [%rd16+4],1,1,6,ffffffff
2000577, PC=0x250 (mvt.1.sm_70.ptx:104) fma.rn.f32 %f45 %f44 %f43 %f42,1,1,1,ffffffff
2000587, PC=0x258 (mvt.1.sm_70.ptx:105) st.global.f32 [%rd1] %f45,1,1,1,ffffffff
2000590, PC=0x260 (mvt.1.sm_70.ptx:106) ld.global.f32 %f46 [%rd15+56],1,1,1,ffffffff
2000591, PC=0x268 (mvt.1.sm_70.ptx:107) ld.global.f32 %f47 [%rd16+24],1,1,1,ffffffff
2000611, PC=0x210 (mvt.1.sm_70.ptx:96) fma.rn.f32 %f39 %f38 %f37 %f36,1,1,4,ffffffff
2000621, PC=0x218 (mvt.1.sm_70.ptx:97) st.global.f32 [%rd1] %f39,1,1,4,ffffffff
2000622, PC=0x220 (mvt.1.sm_70.ptx:98) ld.global.f32 %f40 [%rd15+48],1,1,4,ffffffff
2000623, PC=0x228 (mvt.1.sm_70.ptx:99) ld.global.f32 %f41 [%rd16+16],1,1,4,ffffffff
2000647, PC=0x110 (mvt.1.sm_70.ptx:64) fma.rn.f32 %f15 %f14 %f13 %f12,1,1,8,ffffffff
2000679, PC=0x1d0 (mvt.1.sm_70.ptx:88) fma.rn.f32 %f33 %f32 %f31 %f30,1,1,6,ffffffff
2000702, PC=0x1d8 (mvt.1.sm_70.ptx:89) st.global.f32 [%rd1] %f33,1,1,6,ffffffff
2000702, PC=0x118 (mvt.1.sm_70.ptx:65) st.global.f32 [%rd1] %f15,1,1,8,ffffffff
2000703, PC=0x1e0 (mvt.1.sm_70.ptx:90) ld.global.f32 %f34 [%rd15+40],1,1,6,ffffffff
2000703, PC=0x120 (mvt.1.sm_70.ptx:66) ld.global.f32 %f16 [%rd15+16],1,1,8,ffffffff
2000704, PC=0x128 (mvt.1.sm_70.ptx:67) ld.global.f32 %f17 [%rd16+-16],1,1,8,ffffffff
2000704, PC=0x1e8 (mvt.1.sm_70.ptx:91) ld.global.f32 %f35 [%rd16+8],1,1,6,ffffffff
2000713, PC=0x270 (mvt.1.sm_70.ptx:108) fma.rn.f32 %f48 %f47 %f46 %f45,1,1,1,ffffffff
2000723, PC=0x278 (mvt.1.sm_70.ptx:109) st.global.f32 [%rd1] %f48,1,1,1,ffffffff
2000726, PC=0x280 (mvt.1.sm_70.ptx:110) ld.global.f32 %f49 [%rd15+60],1,1,1,ffffffff
2000727, PC=0x288 (mvt.1.sm_70.ptx:111) ld.global.f32 %f50 [%rd16+28],1,1,1,ffffffff
2000747, PC=0x230 (mvt.1.sm_70.ptx:100) fma.rn.f32 %f42 %f41 %f40 %f39,1,1,4,ffffffff
2000752, PC=0x0b0 (mvt.1.sm_70.ptx:52) fma.rn.f32 %f6 %f5 %f4 %f51,1,1,15,ffffffff
2000757, PC=0x238 (mvt.1.sm_70.ptx:101) st.global.f32 [%rd1] %f42,1,1,4,ffffffff
2000758, PC=0x240 (mvt.1.sm_70.ptx:102) ld.global.f32 %f43 [%rd15+52],1,1,4,ffffffff
2000759, PC=0x248 (mvt.1.sm_70.ptx:103) ld.global.f32 %f44 [%rd16+20],1,1,4,ffffffff
2000762, PC=0x0b8 (mvt.1.sm_70.ptx:53) st.global.f32 [%rd1] %f6,1,1,15,ffffffff
2000763, PC=0x0c0 (mvt.1.sm_70.ptx:54) ld.global.f32 %f7 [%rd15+4],1,1,15,ffffffff
2000764, PC=0x0c8 (mvt.1.sm_70.ptx:55) ld.global.f32 %f8 [%rd16+-28],1,1,15,ffffffff
2000782, PC=0x130 (mvt.1.sm_70.ptx:68) fma.rn.f32 %f18 %f17 %f16 %f15,1,1,8,ffffffff
2000815, PC=0x1f0 (mvt.1.sm_70.ptx:92) fma.rn.f32 %f36 %f35 %f34 %f33,1,1,6,ffffffff
2000838, PC=0x1f8 (mvt.1.sm_70.ptx:93) st.global.f32 [%rd1] %f36,1,1,6,ffffffff
2000838, PC=0x138 (mvt.1.sm_70.ptx:69) st.global.f32 [%rd1] %f18,1,1,8,ffffffff
2000839, PC=0x200 (mvt.1.sm_70.ptx:94) ld.global.f32 %f37 [%rd15+44],1,1,6,ffffffff
2000839, PC=0x140 (mvt.1.sm_70.ptx:70) ld.global.f32 %f19 [%rd15+20],1,1,8,ffffffff
2000840, PC=0x148 (mvt.1.sm_70.ptx:71) ld.global.f32 %f20 [%rd16+-12],1,1,8,ffffffff
2000840, PC=0x208 (mvt.1.sm_70.ptx:95) ld.global.f32 %f38 [%rd16+12],1,1,6,ffffffff
2000849, PC=0x290 (mvt.1.sm_70.ptx:112) fma.rn.f32 %f51 %f50 %f49 %f48,1,1,1,ffffffff
2000852, PC=0x0b0 (mvt.1.sm_70.ptx:52) fma.rn.f32 %f6 %f5 %f4 %f51,1,1,10,ffffffff
2000859, PC=0x298 (mvt.1.sm_70.ptx:113) st.global.f32 [%rd1] %f51,1,1,1,ffffffff
2000860, PC=0x2a0 (mvt.1.sm_70.ptx:114) add.s64 %rd16 %rd16 64,1,1,1,ffffffff
2000861, PC=0x2a8 (mvt.1.sm_70.ptx:115) add.s64 %rd15 %rd15 64,1,1,1,ffffffff
2000862, PC=0x2b0 (mvt.1.sm_70.ptx:116) add.s32 %r10 %r10 16,1,1,1,ffffffff
2000862, PC=0x0b8 (mvt.1.sm_70.ptx:53) st.global.f32 [%rd1] %f6,1,1,10,ffffffff
2000873, PC=0x2b8 (mvt.1.sm_70.ptx:117) setp.ne.s32 %p2 %r10 2048,1,1,1,ffffffff
2000879, PC=0x2c0 (mvt.1.sm_70.ptx:118) @%p2 bra $L__BB0_2,1,1,1,ffffffff
2000881, PC=0x0a0 (mvt.1.sm_70.ptx:50) ld.global.f32 %f4 [%rd15],1,1,1,ffffffff
2000883, PC=0x250 (mvt.1.sm_70.ptx:104) fma.rn.f32 %f45 %f44 %f43 %f42,1,1,4,ffffffff
2000897, PC=0x0a8 (mvt.1.sm_70.ptx:51) ld.global.f32 %f5 [%rd16+-32],1,1,1,ffffffff
2000897, PC=0x0c0 (mvt.1.sm_70.ptx:54) ld.global.f32 %f7 [%rd15+4],1,1,10,ffffffff
2000899, PC=0x0c8 (mvt.1.sm_70.ptx:55) ld.global.f32 %f8 [%rd16+-28],1,1,10,ffffffff
2000907, PC=0x258 (mvt.1.sm_70.ptx:105) st.global.f32 [%rd1] %f45,1,1,4,ffffffff
2000917, PC=0x0d0 (mvt.1.sm_70.ptx:56) fma.rn.f32 %f9 %f8 %f7 %f6,1,1,15,ffffffff
2000927, PC=0x0d8 (mvt.1.sm_70.ptx:57) st.global.f32 [%rd1] %f9,1,1,15,ffffffff
2000934, PC=0x0e0 (mvt.1.sm_70.ptx:58) ld.global.f32 %f10 [%rd15+8],1,1,15,ffffffff
2000934, PC=0x260 (mvt.1.sm_70.ptx:106) ld.global.f32 %f46 [%rd15+56],1,1,4,ffffffff
2000935, PC=0x0e8 (mvt.1.sm_70.ptx:59) ld.global.f32 %f11 [%rd16+-24],1,1,15,ffffffff
2000935, PC=0x268 (mvt.1.sm_70.ptx:107) ld.global.f32 %f47 [%rd16+24],1,1,4,ffffffff
2000953, PC=0x150 (mvt.1.sm_70.ptx:72) fma.rn.f32 %f21 %f20 %f19 %f18,1,1,8,ffffffff
2001021, PC=0x0d0 (mvt.1.sm_70.ptx:56) fma.rn.f32 %f9 %f8 %f7 %f6,1,1,10,ffffffff
2001042, PC=0x0d8 (mvt.1.sm_70.ptx:57) st.global.f32 [%rd1] %f9,1,1,10,ffffffff
2001042, PC=0x158 (mvt.1.sm_70.ptx:73) st.global.f32 [%rd1] %f21,1,1,8,ffffffff
2001043, PC=0x0e0 (mvt.1.sm_70.ptx:58) ld.global.f32 %f10 [%rd15+8],1,1,10,ffffffff
2001043, PC=0x160 (mvt.1.sm_70.ptx:74) ld.global.f32 %f22 [%rd15+24],1,1,8,ffffffff
2001044, PC=0x0e8 (mvt.1.sm_70.ptx:59) ld.global.f32 %f11 [%rd16+-24],1,1,10,ffffffff
2001053, PC=0x210 (mvt.1.sm_70.ptx:96) fma.rn.f32 %f39 %f38 %f37 %f36,1,1,6,ffffffff
2001068, PC=0x168 (mvt.1.sm_70.ptx:75) ld.global.f32 %f23 [%rd16+-8],1,1,8,ffffffff
2001068, PC=0x218 (mvt.1.sm_70.ptx:97) st.global.f32 [%rd1] %f39,1,1,6,ffffffff
2001088, PC=0x0f0 (mvt.1.sm_70.ptx:60) fma.rn.f32 %f12 %f11 %f10 %f9,1,1,15,ffffffff
2001098, PC=0x0f8 (mvt.1.sm_70.ptx:61) st.global.f32 [%rd1] %f12,1,1,15,ffffffff
2001101, PC=0x220 (mvt.1.sm_70.ptx:98) ld.global.f32 %f40 [%rd15+48],1,1,6,ffffffff
2001101, PC=0x100 (mvt.1.sm_70.ptx:62) ld.global.f32 %f13 [%rd15+12],1,1,15,ffffffff
2001103, PC=0x228 (mvt.1.sm_70.ptx:99) ld.global.f32 %f41 [%rd16+16],1,1,6,ffffffff
2001103, PC=0x108 (mvt.1.sm_70.ptx:63) ld.global.f32 %f14 [%rd16+-20],1,1,15,ffffffff
2001187, PC=0x170 (mvt.1.sm_70.ptx:76) fma.rn.f32 %f24 %f23 %f22 %f21,1,1,8,ffffffff
2001188, PC=0x270 (mvt.1.sm_70.ptx:108) fma.rn.f32 %f48 %f47 %f46 %f45,1,1,4,ffffffff
2001197, PC=0x178 (mvt.1.sm_70.ptx:77) st.global.f32 [%rd1] %f24,1,1,8,ffffffff
2001198, PC=0x180 (mvt.1.sm_70.ptx:78) ld.global.f32 %f25 [%rd15+28],1,1,8,ffffffff
2001199, PC=0x278 (mvt.1.sm_70.ptx:109) st.global.f32 [%rd1] %f48,1,1,4,ffffffff
2001200, PC=0x188 (mvt.1.sm_70.ptx:79) ld.global.f32 %f26 [%rd16+-4],1,1,8,ffffffff
2001224, PC=0x230 (mvt.1.sm_70.ptx:100) fma.rn.f32 %f42 %f41 %f40 %f39,1,1,6,ffffffff
2001225, PC=0x0f0 (mvt.1.sm_70.ptx:60) fma.rn.f32 %f12 %f11 %f10 %f9,1,1,10,ffffffff
2001234, PC=0x238 (mvt.1.sm_70.ptx:101) st.global.f32 [%rd1] %f42,1,1,6,ffffffff
2001237, PC=0x280 (mvt.1.sm_70.ptx:110) ld.global.f32 %f49 [%rd15+60],1,1,4,ffffffff
2001237, PC=0x0f8 (mvt.1.sm_70.ptx:61) st.global.f32 [%rd1] %f12,1,1,10,ffffffff
2001238, PC=0x240 (mvt.1.sm_70.ptx:102) ld.global.f32 %f43 [%rd15+52],1,1,6,ffffffff
2001238, PC=0x288 (mvt.1.sm_70.ptx:111) ld.global.f32 %f50 [%rd16+28],1,1,4,ffffffff
2001239, PC=0x100 (mvt.1.sm_70.ptx:62) ld.global.f32 %f13 [%rd15+12],1,1,10,ffffffff
2001257, PC=0x110 (mvt.1.sm_70.ptx:64) fma.rn.f32 %f15 %f14 %f13 %f12,1,1,15,ffffffff
2001267, PC=0x118 (mvt.1.sm_70.ptx:65) st.global.f32 [%rd1] %f15,1,1,15,ffffffff
2001271, PC=0x248 (mvt.1.sm_70.ptx:103) ld.global.f32 %f44 [%rd16+20],1,1,6,ffffffff
2001271, PC=0x120 (mvt.1.sm_70.ptx:66) ld.global.f32 %f16 [%rd15+16],1,1,15,ffffffff
2001273, PC=0x108 (mvt.1.sm_70.ptx:63) ld.global.f32 %f14 [%rd16+-20],1,1,10,ffffffff
2001273, PC=0x128 (mvt.1.sm_70.ptx:67) ld.global.f32 %f17 [%rd16+-16],1,1,15,ffffffff
2001291, PC=0x190 (mvt.1.sm_70.ptx:80) fma.rn.f32 %f27 %f26 %f25 %f24,1,1,8,ffffffff
2001301, PC=0x198 (mvt.1.sm_70.ptx:81) st.global.f32 [%rd1] %f27,1,1,8,ffffffff
2001307, PC=0x1a0 (mvt.1.sm_70.ptx:82) ld.global.f32 %f28 [%rd15+32],1,1,8,ffffffff
2001308, PC=0x1a8 (mvt.1.sm_70.ptx:83) ld.global.f32 %f29 [%rd16],1,1,8,ffffffff
2001326, PC=0x290 (mvt.1.sm_70.ptx:112) fma.rn.f32 %f51 %f50 %f49 %f48,1,1,4,ffffffff
2001342, PC=0x0b0 (mvt.1.sm_70.ptx:52) fma.rn.f32 %f6 %f5 %f4 %f51,1,1,1,ffffffff
2001394, PC=0x110 (mvt.1.sm_70.ptx:64) fma.rn.f32 %f15 %f14 %f13 %f12,1,1,10,ffffffff
2001407, PC=0x250 (mvt.1.sm_70.ptx:104) fma.rn.f32 %f45 %f44 %f43 %f42,1,1,6,ffffffff
2001416, PC=0x298 (mvt.1.sm_70.ptx:113) st.global.f32 [%rd1] %f51,1,1,4,ffffffff
2001416, PC=0x0b8 (mvt.1.sm_70.ptx:53) st.global.f32 [%rd1] %f6,1,1,1,ffffffff
2001416, PC=0x118 (mvt.1.sm_70.ptx:65) st.global.f32 [%rd1] %f15,1,1,10,ffffffff
2001417, PC=0x2a0 (mvt.1.sm_70.ptx:114) add.s64 %rd16 %rd16 64,1,1,4,ffffffff
2001417, PC=0x0c0 (mvt.1.sm_70.ptx:54) ld.global.f32 %f7 [%rd15+4],1,1,1,ffffffff
2001417, PC=0x120 (mvt.1.sm_70.ptx:66) ld.global.f32 %f16 [%rd15+16],1,1,10,ffffffff
2001418, PC=0x0c8 (mvt.1.sm_70.ptx:55) ld.global.f32 %f8 [%rd16+-28],1,1,1,ffffffff
2001418, PC=0x258 (mvt.1.sm_70.ptx:105) st.global.f32 [%rd1] %f45,1,1,6,ffffffff
2001418, PC=0x2a8 (mvt.1.sm_70.ptx:115) add.s64 %rd15 %rd15 64,1,1,4,ffffffff
2001419, PC=0x128 (mvt.1.sm_70.ptx:67) ld.global.f32 %f17 [%rd16+-16],1,1,10,ffffffff
2001419, PC=0x2b0 (mvt.1.sm_70.ptx:116) add.s32 %r10 %r10 16,1,1,4,ffffffff
2001427, PC=0x130 (mvt.1.sm_70.ptx:68) fma.rn.f32 %f18 %f17 %f16 %f15,1,1,15,ffffffff
2001430, PC=0x2b8 (mvt.1.sm_70.ptx:117) setp.ne.s32 %p2 %r10 2048,1,1,4,ffffffff
2001436, PC=0x2c0 (mvt.1.sm_70.ptx:118) @%p2 bra $L__BB0_2,1,1,4,ffffffff
2001437, PC=0x138 (mvt.1.sm_70.ptx:69) st.global.f32 [%rd1] %f18,1,1,15,ffffffff
2001438, PC=0x0a0 (mvt.1.sm_70.ptx:50) ld.global.f32 %f4 [%rd15],1,1,4,ffffffff
2001443, PC=0x260 (mvt.1.sm_70.ptx:106) ld.global.f32 %f46 [%rd15+56],1,1,6,ffffffff
2001443, PC=0x140 (mvt.1.sm_70.ptx:70) ld.global.f32 %f19 [%rd15+20],1,1,15,ffffffff
2001443, PC=0x0a8 (mvt.1.sm_70.ptx:51) ld.global.f32 %f5 [%rd16+-32],1,1,4,ffffffff
2001445, PC=0x268 (mvt.1.sm_70.ptx:107) ld.global.f32 %f47 [%rd16+24],1,1,6,ffffffff
2001445, PC=0x148 (mvt.1.sm_70.ptx:71) ld.global.f32 %f20 [%rd16+-12],1,1,15,ffffffff
2001498, PC=0x0d0 (mvt.1.sm_70.ptx:56) fma.rn.f32 %f9 %f8 %f7 %f6,1,1,1,ffffffff
2001508, PC=0x0d8 (mvt.1.sm_70.ptx:57) st.global.f32 [%rd1] %f9,1,1,1,ffffffff
2001509, PC=0x0e0 (mvt.1.sm_70.ptx:58) ld.global.f32 %f10 [%rd15+8],1,1,1,ffffffff
2001510, PC=0x0e8 (mvt.1.sm_70.ptx:59) ld.global.f32 %f11 [%rd16+-24],1,1,1,ffffffff
2001530, PC=0x130 (mvt.1.sm_70.ptx:68) fma.rn.f32 %f18 %f17 %f16 %f15,1,1,10,ffffffff
2001540, PC=0x138 (mvt.1.sm_70.ptx:69) st.global.f32 [%rd1] %f18,1,1,10,ffffffff
2001541, PC=0x140 (mvt.1.sm_70.ptx:70) ld.global.f32 %f19 [%rd15+20],1,1,10,ffffffff
2001546, PC=0x148 (mvt.1.sm_70.ptx:71) ld.global.f32 %f20 [%rd16+-12],1,1,10,ffffffff
2001598, PC=0x270 (mvt.1.sm_70.ptx:108) fma.rn.f32 %f48 %f47 %f46 %f45,1,1,6,ffffffff
2001630, PC=0x150 (mvt.1.sm_70.ptx:72) fma.rn.f32 %f21 %f20 %f19 %f18,1,1,15,ffffffff
2001653, PC=0x278 (mvt.1.sm_70.ptx:109) st.global.f32 [%rd1] %f48,1,1,6,ffffffff
2001653, PC=0x158 (mvt.1.sm_70.ptx:73) st.global.f32 [%rd1] %f21,1,1,15,ffffffff
2001654, PC=0x280 (mvt.1.sm_70.ptx:110) ld.global.f32 %f49 [%rd15+60],1,1,6,ffffffff
2001654, PC=0x160 (mvt.1.sm_70.ptx:74) ld.global.f32 %f22 [%rd15+24],1,1,15,ffffffff
2001655, PC=0x288 (mvt.1.sm_70.ptx:111) ld.global.f32 %f50 [%rd16+28],1,1,6,ffffffff
2001655, PC=0x168 (mvt.1.sm_70.ptx:75) ld.global.f32 %f23 [%rd16+-8],1,1,15,ffffffff
2001664, PC=0x0f0 (mvt.1.sm_70.ptx:60) fma.rn.f32 %f12 %f11 %f10 %f9,1,1,1,ffffffff
2001674, PC=0x0f8 (mvt.1.sm_70.ptx:61) st.global.f32 [%rd1] %f12,1,1,1,ffffffff
2001675, PC=0x100 (mvt.1.sm_70.ptx:62) ld.global.f32 %f13 [%rd15+12],1,1,1,ffffffff
2001676, PC=0x108 (mvt.1.sm_70.ptx:63) ld.global.f32 %f14 [%rd16+-20],1,1,1,ffffffff
2001699, PC=0x150 (mvt.1.sm_70.ptx:72) fma.rn.f32 %f21 %f20 %f19 %f18,1,1,10,ffffffff
2001709, PC=0x158 (mvt.1.sm_70.ptx:73) st.global.f32 [%rd1] %f21,1,1,10,ffffffff
